Video Name,Views,Likes
The Real Reason Taxes Suck (And Why They Don't Have To),1356350,39999
RIDING BMX IN A CONSTRUCTION SITE!,179266,5286
John McCain  Liberty Medal swipes TrumpTrain - Joe Biden #BREAKING,3630,107
Insane Ways Rich People Are Prepping For The Apocalypse!,173302,5108
BLINDFOLD GYMNASTICS CHALLENGE😱,315054,9284
How to Eat a Crab Like a Pro | Food Skills,211245,6224
EVERYTHING I'VE BEEN OBSESSED WITH | Gigi,217336,6399
250 000 DOMINOES! - The American Domino Record - Smarter Every Day 178,947694,27899
Blind People Describe Beauty,345495,10170
REDUCE TOOL CHATTER! | DIY Lathe SSV Electronics.,184155,5419
Artie Lange Is Raw and Uncensored While Eating Spicy Wings | Hot Ones,678695,19969
Mother! - Movie Review,446594,13138
How To Make Sausage with Brad | It's Alive | Bon Appétit,180690,5315
My Day at Apple with the new iPhone X!,793296,23330
Trapped in a Snake Tank Pt. 2: 6ft Boa Constrictor,1275738,37495
Adam Savage Examines the Blade Runner 2049 Blasters!,283432,8330
Found Lost iPhone Underwater in River While Snorkeling! (Freediving),1841904,54056
Biggest Winners & Losers at The Emmys 2017! - SJU,48014,1409
How to Make a Remote Hose Pipe Controller,706381,20721
How American Gothic became an icon,376257,11036
How To Cook Perfect Rice Every Time,675113,19785
Crowdfunding  explained by Exploding Kittens,292572,8571
TRYING $5 HALLOWEEN MAKEUP ft Miranda Sings!,1162858,34064
Game Revealed: Season 7 Episode 6: Zombie. Polar. Bear. (HBO),125740,3683
Look What You Made Me Do: Taylor Mountain,1618266,47392
250 000 DOMINOES! - The American Domino Record - Smarter Every Day 178,979224,28677
Is Superman Too Overpowered?,222336,6510
RIDING BMX IN A CONSTRUCTION SITE!,181768,5322
Can Demi Lovato remember her own lyrics?,1635293,47877
P!nk - Beautiful Trauma (Audio),2803609,82045
The Real Reason Taxes Suck (And Why They Don't Have To),1387897,40613
LET ME EXPLAIN WHAT HAPPENED,1431367,41867
Calvin Harris - Hard to Love (Official Video) ft. Jessie Reyez,5127806,149929
I Got The Perfect Suit For My Wedding,920294,26901
The rise and fall of the American fallout shelter,506670,14809
250 000 DOMINOES! - The American Domino Record - Smarter Every Day 178,997884,29155
Demi Lovato Reacts to Demi Lovato's Childhood Videos,776801,22694
Homemade power feeder,247452,7229
DIY BAGEL BITE - NORMAL VS GIANT,391928,11445
Safiya Nygaard Does The Smoothie Challenge With Lucie Fink | YouTube Challenges | Refinery29,35500,1036
Sexiest Male Vocalist Riff-Off w/ Usher & Luke Evans,879814,25659
Arnold Was Hit With 1000000 Volts,2066188,60255
Men vs Women - How Are They Different?,265997,7757
How to Make a Remote Hose Pipe Controller,720139,20999
IM GONNA BE A FATHER (Things Got Awkward),999412,29142
The Fidget Spinner Phone Is Real...,1155884,33702
John Legend - Penthouse Floor ft. Chance the Rapper,863315,25171
JUMANJI: WELCOME TO THE JUNGLE (OFFICIAL TRAILER),648183,18895
EVERY MCDONALD'S EVER,2128629,62045
Stranger Things 2 | Final Trailer [HD] | Netflix,9080126,264183
Danielle Bradbery - Sway,131954,3838
Lecrae - Facts (Audio),155810,4530
How to Eat a Crab Like a Pro | Food Skills,222399,6466
iPhone X vs iPhone 8? Ask MKBHD V20!,1353177,39339
Every Recycled Disney Shot & Why - Snow White  Frozen  Toy Story  Moana and More - Cartoon Hangover,151674,4409
Thor: Ragnarok's Director Responds to IGN Comments,119303,3468
Honest Trailers - Wonder Woman,2054703,59707
iPhone 8 + Apple Watch Series 3 Accessories,707087,20543
Confederacy: Last Week Tonight with John Oliver (HBO),4097718,119045
Game of Thrones Conquest & Rebellion: An Animated History of the Seven Kingdoms (Clip),1867067,54231
How To Make Sausage with Brad | It's Alive | Bon Appétit,186275,5405
Blake Shelton - I'll Name the Dogs (Behind The Scenes),36404,1056
Look What You Made Me Do: Taylor Mountain,1684560,48861
10 Kitchen Gadgets put to the Test - part 15,1436461,41660
Insane Ways Rich People Are Prepping For The Apocalypse!,179832,5214
CHICKEN GIRLS | Annie & Hayden in “Thursday” | Ep. 4,2822628,81815
Russell Brand Talks Marriage  Fatherhood & Recovery,98734,2861
Black Highlighter & Black Blush Makeup TESTED | Beauty With Mi | Refinery29,11596,336
Chris Young - Where I Go When I Drink (Lyric Video),156016,4520
Trying $3000 Lace Front Wigs With Pia Muehlenbeck!,193778,5611
The xx - On Hold (Jamie xx Remix),297168,8603
The Academic - Bear Claws (Live Looper Version),1094753,31686
What Are the LARGEST Creatures That Exist RIGHT NOW?,149498,4326
Mexico is planning to build its own Hyperloop,56336,1630
How To Cook Perfect Rice Every Time,702361,20320
Insane Ways Rich People Are Prepping For The Apocalypse!,182671,5279
Japanese Candy Art,262878,7594
How To Make Sausage with Brad | It's Alive | Bon Appétit,189914,5483
Intense 🎙️ ASMR 🎙️ Sounds,780795,22541
Arnold Was Hit With 1000000 Volts,2118042,61145
100 People Tell Us a Secret,718460,20738
How Not to Land an Orbital Rocket Booster,2497096,72029
Gwen Stefani - You Make It Feel Like Christmas (Audio) ft. Blake Shelton,154030,4438
HOT DOG INSIDE A BURGER - VERSUS,337546,9717
Carlos Vives - Pescaíto (Official Video),427290,12300
INSIDE GRAN TURISMO SPORT Vol.1 : CARS,69975,2014
Make-Up Hater Wears Fenty For A Day,1420140,40859
Black Mirror & Friends | The One Where Ross Invents San Junipero | Netflix,159115,4573
Zach Williams - Fear Is a Liar (Official Lyric Video),32259,927
Every Recycled Disney Shot & Why - Snow White  Frozen  Toy Story  Moana and More - Cartoon Hangover,192301,5521
30 Origins of Alcohol Brand Names - mental_floss List Show Ep. 519,46534,1336
Trapped in a Snake Tank Pt. 2: 6ft Boa Constrictor,1356350,38938
iPhone 8 + Apple Watch Series 3 Accessories,727586,20886
Bizarre ‘Lava-Like’ Landslide Tears Through Hillside | National Geographic,29962,860
Look What You Made Me Do: Taylor Mountain,1736224,49799
100 People Tell Us a Secret,746580,21409
Shameless | Season 8 Official Trailer | Only on SHOWTIME,217426,6234
How To Cook Perfect Rice Every Time,720201,20643
Logan Paul on Losing 15% of His Testicle,2746174,78698
How to Cook With No Power During a Hurricane #Irma,77640,2223
Steve Martin and the Steep Canyon Rangers: NPR Music Tiny Desk Concert,181611,5199
Found Lost iPhone Underwater in River While Snorkeling! (Freediving),1934009,55360
BMW Hot Tub First Tests and Issues,1021496,29219
Kate McKinnon Improvises a PowerPoint Presentation | Vanity Fair,177090,5056
EASY Add 200+ Games To SNES  Classic Mini HackChi 2.20 is LIVE!!!,35659,1018
iPhone 8 + Apple Watch Series 3 Accessories,737463,21041
KYLO REN REACTS to The Last Jedi Trailer,199017,5677
Weezer - Beach Boys,69693,1987
Gucci Mane - Enormous feat. Ty Dolla $ign [Official Audio],477774,13620
ATL100 - Movie Theater Preview,2070,59
Echosmith - Get Into My Car [Official Music Video],469957,13386
Bella Hadid Goes Sneaker Shopping With Complex,899998,25633
DIY BAGEL BITE - NORMAL VS GIANT,412603,11750
How To Cook Perfect Rice Every Time,734953,20924
Morrissey - Spent the Day in Bed (Official Video),359146,10221
iPhone X vs iPhone 8? Ask MKBHD V20!,1416393,40306
Upchurch Johnny Cash (Official Music Video),458714,13049
WILL IT BITE?! - BIG CREEPY SPIDER!,1818677,51735
EVERY MCDONALD'S EVER,2228187,63371
Honest Trailers - Blade Runner,717664,20408
The Shins - Cherry Hearts,25568,727
How to Cook With No Power During a Hurricane #Irma,79080,2248
Saving An Iguana Four Miles Offshore,532738,15126
Artie Lange Is Raw and Uncensored While Eating Spicy Wings | Hot Ones,728327,20674
Is Superman Too Overpowered?,240408,6824
AT&T: The Company Behind the Telephone,68560,1945
Eggs Baked in Hash Browns | Gordon Ramsay,1924559,54581
The IT Department,1202045,34089
MGMT - Little Dark Age,1247831,35384
Google Pixel 2 Impressions!,2426245,68771
Make-Up Hater Wears Fenty For A Day,1487634,42158
Honest Trailers - The Mummy (2017),1056891,29943
DEEP Chinese Street Food Tour in Sichuan  China | BEST BRAIN + RABBIT (Spicy ADVENTURE),342463,9697
Dad Reacts to Steelers vs Ravens (Week 4),74316,2104
Sam Smith - Father Figure in the Live Lounge,94259,2667
These Are the Events That Will Happen Before 2050,2341640,66255
The Fidget Spinner Phone Is Real...,1212146,34253
73 Questions With Daisy Ridley | Vogue,1634485,46174
7 Easy Halloween DIYs,68329,1929
The US Military's Most Powerful Gun,547268,15443
What's Actually the Plane of the Future,772128,21783
Is Superman Too Overpowered?,245964,6936
Enter Shikari - Rabble Rouser (official promo video),191060,5387
Is Superman Too Overpowered?,250713,7064
ET SI GAME OF THRONES ÉTAIT UN ANIME ? - MALEC,827778,23314
Look What You Made Me Do: Taylor Mountain,1785675,50282
Black Panther: New Trailer Finds Chadwick Boseman Taking the Throne - Movie Talk,85008,2393
Found Lost iPhone Underwater in River While Snorkeling! (Freediving),1998857,56250
콜린퍼스가 직접 말해주는 신사답게 옷입는법!!?,740491,20834
How Not to Land an Orbital Rocket Booster,2686196,75577
The 2017 WWE Yearbook,475458,13373
Bizarre ‘Lava-Like’ Landslide Tears Through Hillside | National Geographic,31189,877
The Way We Get Power Is About to Change Forever,485260,13643
A Boogie Wit Da Hoodie Goes Sneaker Shopping With Complex,1610824,45270
Blue Planet II : The Prequel,1075482,30210
Gregory Porter - Smile,45655,1282
iPhone X + iPhone 8 Hands on!,868054,24364
Kate McKinnon Improvises a PowerPoint Presentation | Vanity Fair,120659,3379
IM GONNA BE A FATHER (Things Got Awkward),1085106,30373
Megan Mullally Hijacks A Stranger’s Tinder | Vanity Fair,329379,9213
Game of Thrones Conquest & Rebellion: An Animated History of the Seven Kingdoms (Clip),2019673,56452
Cassini's Last Looks at Saturn,45382,1268
Nick Kroll & John Mulaney Give Teens Puberty Advice,140492,3923
The Shield reunite: Raw  Oct. 9  2017,5330579,148802
Bruno Mars That's What I Like Acoustic Remix | Charlie Rose,219255,6115
AT&T: The Company Behind the Telephone,72219,2014
LET ME EXPLAIN WHAT HAPPENED,1587575,44221
Black Panther: New Trailer Finds Chadwick Boseman Taking the Throne - Movie Talk,86845,2419
EVERY MCDONALD'S EVER,2318203,64553
The Crazy Story Of The Barefoot Bandit,191413,5329
How Not to Land an Orbital Rocket Booster,2791685,77533
Everything You Need to Know About The Last Dab  the Hottest Sauce on Hot Ones,662805,18403
Honest Trailers - Star Trek: The Next Generation,1547293,42960
Drowning for Power - Rooster Teeth Animated Adventures,917643,25456
Confederacy: Last Week Tonight with John Oliver (HBO),4507503,125036
Rick and Morty Cartoon Food Taste Test,1670933,46340
Why Puerto Rico will be without power for months,426529,11824
I Ate Like Kourtney Kardashian For A Week,238351,6607
Gordon Hayward Addresses the Boston Celtics Home Crowd | October 18  2017,151497,4199
The Fidget Spinner Phone Is Real...,1259050,34880
From Single Shots to Automatics: How Firearms Work,4442,123
Why California's Musical Road Sounds Terrible,1799524,49810
Open offices are overrated,768475,21268
Weirdest Celebrity Phobias Game,726977,20114
HOTTEST Recorded Temperatures On Earth (THINGS & PLACES),156467,4326
The U.S. & Russia Are Building a Deep Space Gateway  Here's What You Need to Know,260419,7196
Meet the Man Building Human-Sized Nests,94035,2597
BMW Hot Tub First Tests and Issues,1112304,30714
DEEP Chinese Street Food Tour in Sichuan  China | BEST BRAIN + RABBIT (Spicy ADVENTURE),366424,10117
AT&T: The Company Behind the Telephone,74354,2052
Billy Eichner: No One Would Talk To Sean Spicer At The Emmys  - CONAN on TBS,25301,698
I Bought A $500 'LUXURY' Mystery Box from Ebay- OMG WHY,1392410,38412
How Not to Land an Orbital Rocket Booster,2860774,78841
Mexico is planning to build its own Hyperloop,65783,1812
iPhone 8 Durability Test - BEND TEST - Glass Scratch Video!,1270314,34969
Trader Joe's Pumpkin Spice Taste Test,1338668,36850
Cardi B - Bodak Yellow (feat. Kodak Black) [Remix],550784,15158
I Hired A CIA Spy To Find My Secret Photo,1248135,34341
Kid Rock - Tennessee Mountain Top [Lyrics],159643,4389
Beck - Colors (Slime Visualizer),150215,4125
Luis Fonsi - Despacito (Beatbox Cover) | Hiss & Bigman | Shout out,424482,11650
7 Easy Halloween DIYs,75933,2083
Sean Evans Learns How to Make Sushi | Sean in the Wild,420160,11523
HOTTEST Recorded Temperatures On Earth (THINGS & PLACES),163748,4488
Gold iPhone 8 Plus Unboxing & First Impressions!,1632313,44727
Drowning for Power - Rooster Teeth Animated Adventures,947706,25968
I waited 6 months to try this...,57243,1568
Eggs Baked in Hash Browns | Gordon Ramsay,2110249,57770
Trying $3000 Lace Front Wigs With Pia Muehlenbeck!,218393,5977
Would you eat an Apple like this? - Food Life Hack,154771,4235
Lecrae - Facts (Audio),173246,4736
iPhone X + iPhone 8 Hands on!,916980,25042
The real reason To Kill A Mockingbird became so famous,517133,14122
The Shield make their entrance together for the first time in three years: Raw  Oct. 16  2017,2882748,78709
Cod Liver Taste Test,307608,8397
Honest Trailers - Wonder Woman,2341741,63921
한국 치맥을 처음 먹어본 킹스맨 배우들의 반응!?,2340640,63881
Clueless Gamer: Shadow Of War With Kumail Nanjiani  - CONAN on TBS,1131669,30878
Dog Reunites With Best Friend | The Dodo,200441,5469
BMW Hot Tub First Tests and Issues,1158597,31596
Marvel's The Punisher | Official Trailer [HD] | Netflix,4485351,122303
Ned Tries Famous Soccer Trick Shots • The Try Vlog,422939,11532
Black Panther: New Trailer Finds Chadwick Boseman Taking the Throne - Movie Talk,89765,2447
DEEP Chinese Street Food Tour in Sichuan  China | BEST BRAIN + RABBIT (Spicy ADVENTURE),383835,10457
Danielle Bradbery - Sway,159714,4351
Drowning for Power - Rooster Teeth Animated Adventures,971242,26435
People are Awesome - Girls Edition 2017!,225785,6143
What Uses Less Gas - Coasting Or Engine Braking?,228164,6207
Gregory Porter - Smile,53670,1460
The 2017 WWE Yearbook,510429,13880
GoPro HERO6: This Is the Moment in 4K,722872,19653
TEENS READ 10 WRONG NUMBER TEXTS (REACT),807693,21957
iPhone X Impressions & Hands On!,3970421,107888
Warriors Training Camp & Ride Along With KD,108392,2942
Love @ First Swipe,16506,448
Google Pixel 2 Impressions!,2623531,71183
U2 - You’re The Best Thing About Me (Official Video),663524,17999
Cassini Burns into Saturn After Grand Finale | Out There,59135,1604
Björk: The Gate,433796,11766
7 Easy Halloween DIYs,78941,2140
Drowning for Power - Rooster Teeth Animated Adventures,986576,26725
73 Questions With Daisy Ridley | Vogue,1839253,49803
Why 23 million Americans don't have fast internet,615348,16652
Megan Mullally Hijacks A Stranger’s Tinder | Vanity Fair,367922,9952
Game of Thrones Conquest & Rebellion: An Animated History of the Seven Kingdoms (Clip),2125368,57482
Is DC Rethinking a Shared Universe After Justice League? - SJU,38421,1039
Marvel Phase 4 Movies We Want to See Most (w/ Max Landis) - MOVIE FIGHTS!!,120219,3250
Why California's Musical Road Sounds Terrible,1966782,53141
A Boogie Wit Da Hoodie Goes Sneaker Shopping With Complex,1747290,47209
Everything Wrong With Friday the 13th Part 2,740742,20006
Weirdest Facebook Marketplace Items (GAME),769883,20793
BMW Hot Tub First Tests and Issues,1190176,32115
LEGO Ultimate Collectors Series Millennium Falcon (2017) Review!,174974,4721
Confederacy: Last Week Tonight with John Oliver (HBO),4773215,128708
KYLO REN REACTS to The Last Jedi Trailer,220652,5947
5 Days Of DIY Halloween Costumes | Try Living With Lucie | Refinery29,58531,1577
iPhone X + iPhone 8 Hands on!,943474,25418
What If the Whale Swallowed You Alive?,2565878,69119
Keith Eats Everything At McDonald's • The Try Vlog,3871330,104252
The Crazy Story Of The Barefoot Bandit,210867,5675
콜린퍼스가 직접 말해주는 신사답게 옷입는법!!?,819345,22049
What Would Happen If You Were Born In Space?,707491,19037
Racks: Kevin Durant Shooting Contest with Chris Mullin,75303,2024
CHICKEN GIRLS | Annie & Hayden in “Thursday” | Ep. 4,3185917,85570
Chris Young - Where I Go When I Drink (Lyric Video),185499,4978
7 Easy Halloween DIYs,82828,2222
John Legend - Penthouse Floor ft. Chance the Rapper,1238676,33207
Unboxing The Mind Bending Wallpaper TV...,2884503,77303
DEEP Chinese Street Food Tour in Sichuan  China | BEST BRAIN + RABBIT (Spicy ADVENTURE),396811,10633
Blue Planet II : The Prequel,1203471,32225
Yo Gotti ft. Nicki Minaj: Rake It Up,346500,9275
Why California's Musical Road Sounds Terrible,2061993,55193
Sean Evans Learns How to Make Sushi | Sean in the Wild,444028,11880
Everything You Need to Know About The Last Dab  the Hottest Sauce on Hot Ones,731408,19564
TRYING $5 HALLOWEEN MAKEUP ft Miranda Sings!,1387377,37108
Jimmy Kimmel on Mass Shooting in Las Vegas,6140193,164210
Trader Joe's Pumpkin Spice Taste Test,1439087,38323
iPhone X + iPhone 8 Hands on!,966001,25724
Megan Mullally Hijacks A Stranger’s Tinder | Vanity Fair,385723,10264
DIY FIVE CRAZY DONUT BURGERS,309278,8228
Bruno Mars That's What I Like Acoustic Remix | Charlie Rose,263828,7017
Sean Evans Learns How to Make Sushi | Sean in the Wild,450893,11990
The US Military's Most Powerful Gun,655030,17414
Luis Fonsi - Despacito (Beatbox Cover) | Hiss & Bigman | Shout out,856071,22753
73 Questions With Daisy Ridley | Vogue,1953211,51898
RICK AND MORTY SZECHUAN SAUCE VS HOMEMADE,292723,7775
iPhone X Face ID Unlock Fail,2741837,72782
